birth,death,dim
0.0,0.03027398555944899,0
0.0,0.030503105771545195,0
0.0,0.030855516431930845,0
0.0,0.03103880355877229,0
0.0,0.03211420452448207,0
0.0,0.032191743559799174,0
0.0,0.032273434935334466,0
0.0,0.03227462279160427,0
0.0,0.03246963862720071,0
0.0,0.03249135747818222,0
0.0,0.03258129949241033,0
0.0,0.03259371030886495,0
0.0,0.032599794070242646,0
0.0,0.03261250012280616,0
0.0,0.03270581954546393,0
0.0,0.032738743792129085,0
0.0,0.032821670818714885,0
0.0,0.032988408228862946,0
0.0,0.033139053825776955,0
0.0,0.03335156761850025,0
0.0,0.0333811955214643,0
0.0,0.03342413916930321,0
0.0,0.03343430603317531,0
0.0,0.033544913221569314,0
0.0,0.03358170349165782,0
0.0,0.033616804018201225,0
0.0,0.033671410269672915,0
0.0,0.03372388109868056,0
0.0,0.03374339790165525,0
0.0,0.03375659122838925,0
0.0,0.033759873717147885,0
0.0,0.03382976574694668,0
0.0,0.03392382859152198,0
0.0,0.03401207868331174,0
0.0,0.03409839763069866,0
0.0,0.034104187862927994,0
0.0,0.03411226269954708,0
0.0,0.034116192926457616,0
0.0,0.034279967242856785,0
0.0,0.034292834589641455,0
0.0,0.034393020880089636,0
0.0,0.034444555993506425,0
0.0,0.03454526054341553,0
0.0,0.03455422923833921,0
0.0,0.034561701347254815,0
0.0,0.03457945302012386,0
0.0,0.034588919571874537,0
0.0,0.03462374446714489,0
0.0,0.034812983055830464,0
0.0,0.03489011638768787,0
0.0,0.034900044611352966,0
0.0,0.03496184346007386,0
0.0,0.03498759024201923,0
0.0,0.034993733760474134,0
0.0,0.0350960050692295,0
0.0,0.03510126350589323,0
0.0,0.03510203433221335,0
0.0,0.035102070818628435,0
0.0,0.0351089769488258,0
0.0,0.035153165988375826,0
0.0,0.03515730274310822,0
0.0,0.035591043639069876,0
0.0,0.03560441488621653,0
0.0,0.035637024420571074,0
0.0,0.035691341136288815,0
0.0,0.0357905803763313,0
0.0,0.03581494104454017,0
0.0,0.03583934859261124,0
0.0,0.03591292722959366,0
0.0,0.03592186772964489,0
0.0,0.03594177524879949,0
0.0,0.03598227165560863,0
0.0,0.03602510080502353,0
0.0,0.03605345991304534,0
0.0,0.03606685339247008,0
0.0,0.036117325872219073,0
0.0,0.03614328168816755,0
0.0,0.0361726679216471,0
0.0,0.03618844324048819,0
0.0,0.03623013460563915,0
0.0,0.03623876650047755,0
0.0,0.036241203967854144,0
0.0,0.03625426513404218,0
0.0,0.03630577952345111,0
0.0,0.03631126664596379,0
0.0,0.03632659565735896,0
0.0,0.03633989836662205,0
0.0,0.03640338976626349,0
0.0,0.03640459377093172,0
0.0,0.03641275222581337,0
0.0,0.036415306732047265,0
0.0,0.036442900830115345,0
0.0,0.03645035748512207,0
0.0,0.03649633338023455,0
0.0,0.036503245796469144,0
0.0,0.03651526873977747,0
0.0,0.036518944313979576,0
0.0,0.03653154639534022,0
0.0,0.036570707242025616,0
0.0,0.03658661862249765,0
0.0,0.03659318866744244,0
0.0,0.0366420432333215,0
0.0,0.03666192560649847,0
0.0,0.03676455495301268,0
0.0,0.03676486232806527,0
0.0,0.03677090823364056,0
0.0,0.03677771535283749,0
0.0,0.03682965881910708,0
0.0,0.03684103183391805,0
0.0,0.036847156745222966,0
0.0,0.03687341912039573,0
0.0,0.03691566993900942,0
0.0,0.036938669449704795,0
0.0,0.036945071485477744,0
0.0,0.03694988192357768,0
0.0,0.03696228646818334,0
0.0,0.036986152805519985,0
0.0,0.03698951474476006,0
0.0,0.037012856391904436,0
0.0,0.037026405497407114,0
0.0,0.03703162121695789,0
0.0,0.03707105870220206,0
0.0,0.03707409246093876,0
0.0,0.03712467853558777,0
0.0,0.03713700015955841,0
0.0,0.03715058523194063,0
0.0,0.03717149988655098,0
0.0,0.037207550252192974,0
0.0,0.037245528038552626,0
0.0,0.03725176396100536,0
0.0,0.03725563896653131,0
0.0,0.03732529012409515,0
0.0,0.03735030831619429,0
0.0,0.03735872015958705,0
0.0,0.03738124266518525,0
0.0,0.03738608350088892,0
0.0,0.03741730994920462,0
0.0,0.03744505722612604,0
0.0,0.03745614004752592,0
0.0,0.037507937337413366,0
0.0,0.037516168724574944,0
0.0,0.03755513404121242,0
0.0,0.03756315769322402,0
0.0,0.037568783758835135,0
0.0,0.03756991262627908,0
0.0,0.037599679156132285,0
0.0,0.0376007651545375,0
0.0,0.03762049238229878,0
0.0,0.037670730226220736,0
0.0,0.03776448537495143,0
0.0,0.03777868783449578,0
0.0,0.037787362092260954,0
0.0,0.03782382654192962,0
0.0,0.037836522670259394,0
0.0,0.03784255641266304,0
0.0,0.03786927711586318,0
0.0,0.0378946080700845,0
0.0,0.037916745484645624,0
0.0,0.038002080007902374,0
0.0,0.03804119541898704,0
0.0,0.03804325938617239,0
0.0,0.03806081769546179,0
0.0,0.0380662320504503,0
0.0,0.03807778813936376,0
0.0,0.038104403114325544,0
0.0,0.03811702643149193,0
0.0,0.038132645244742525,0
0.0,0.03813606348914183,0
0.0,0.0381528663826372,0
0.0,0.03818448477586862,0
0.0,0.038200932173736574,0
0.0,0.0382131495861179,0
0.0,0.0382707567601338,0
0.0,0.03827177599321867,0
0.0,0.038271779039054744,0
0.0,0.038293787960048946,0
0.0,0.038325220431167956,0
0.0,0.0383307682298078,0
0.0,0.038365741958634354,0
0.0,0.03837195823974189,0
0.0,0.03838967552543107,0
0.0,0.03840430041258354,0
0.0,0.03845876486189257,0
0.0,0.03851538347753605,0
0.0,0.038518809368403656,0
0.0,0.0385648508182743,0
0.0,0.03860366603373475,0
0.0,0.038628699518076744,0
0.0,0.038641652299557065,0
0.0,0.03868741276760111,0
0.0,0.03869604070126322,0
0.0,0.03871712162225396,0
0.0,0.03878518142581074,0
0.0,0.03879118794346431,0
0.0,0.038835905121646364,0
0.0,0.03886985917730633,0
0.0,0.0389314852204009,0
0.0,0.038933201849188234,0
0.0,0.03895877138754351,0
0.0,0.038968607252125,0
0.0,0.03896993342328745,0
0.0,0.038978659675798534,0
0.0,0.03903227612666588,0
0.0,0.039062661298938164,0
0.0,0.039098947635111486,0
0.0,0.039122372213340806,0
0.0,0.03915703102472833,0
0.0,0.03918614661090036,0
0.0,0.03921051857991386,0
0.0,0.039251059249338034,0
0.0,0.03925957819775023,0
0.0,0.03930486883393908,0
0.0,0.03931342929179919,0
0.0,0.0393510679331877,0
0.0,0.03936155158522186,0
0.0,0.039363061342482485,0
0.0,0.03944122196312295,0
0.0,0.03946891831689604,0
0.0,0.03947196818018387,0
0.0,0.03950144469148785,0
0.0,0.03957707124981116,0
0.0,0.03966281075806122,0
0.0,0.039697233222061125,0
0.0,0.039732278789981534,0
0.0,0.03975693392383371,0
0.0,0.03978651351481108,0
0.0,0.03988014434524494,0
0.0,0.03989418185302731,0
0.0,0.03995090266433955,0
0.0,0.03999876526559125,0
0.0,0.04006229283754979,0
0.0,0.04012888150067427,0
0.0,0.04014637568183175,0
0.0,0.04014914619327635,0
0.0,0.04017717942717679,0
0.0,0.04018773050112293,0
0.0,0.04024088443967328,0
0.0,0.04024910567263678,0
0.0,0.0402670832121034,0
0.0,0.04028452451429269,0
0.0,0.040387067704645514,0
0.0,0.04039299287372188,0
0.0,0.040408617966832906,0
0.0,0.0404197277543927,0
0.0,0.04047813482573219,0
0.0,0.04053343635377182,0
0.0,0.04058848845856451,0
0.0,0.040592582953789244,0
0.0,0.04060423819932717,0
0.0,0.04060516387136702,0
0.0,0.04062778700355989,0
0.0,0.04066481817546213,0
0.0,0.04080485953883971,0
0.0,0.04089392728291698,0
0.0,0.040900362176116575,0
0.0,0.04093247673255568,0
0.0,0.04101346221749116,0
0.0,0.0410199869335308,0
0.0,0.041037396717790955,0
0.0,0.04104135292098586,0
0.0,0.041144359967891654,0
0.0,0.04115184662375686,0
0.0,0.041156491851020584,0
0.0,0.04120036410425175,0
0.0,0.041220572495242774,0
0.0,0.041261925280754216,0
0.0,0.04130406525702953,0
0.0,0.041320271893878616,0
0.0,0.041335203064626985,0
0.0,0.041504959015308054,0
0.0,0.04156790259748753,0
0.0,0.041614878508133606,0
0.0,0.04167292611026482,0
0.0,0.041695428642132486,0
0.0,0.041700897715593224,0
0.0,0.04182320311508186,0
0.0,0.04186035096328093,0
0.0,0.04197621605506086,0
0.0,0.04197775500708963,0
0.0,0.04199603994577274,0
0.0,0.041998589162172265,0
0.0,0.042165264796736754,0
0.0,0.04226444115913882,0
0.0,0.04227585996392189,0
0.0,0.04236162643566989,0
0.0,0.04237019938906177,0
0.0,0.04251224941406105,0
0.0,0.0425299719313467,0
0.0,0.042658959820755876,0
0.0,0.042763908524434166,0
0.0,0.04276513557938098,0
0.0,0.042823578509757675,0
0.0,0.04287233791486427,0
0.0,0.0428816111297765,0
0.0,0.04292184853508062,0
0.0,0.043202341821674775,0
0.0,0.04324127143119205,0
0.0,0.043241989885473855,0
0.0,0.04328858259596691,0
0.0,0.04333518855208924,0
