x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83
0.0,0.029562221526252472,0.029043697901112116,0.025084156271593598,0.019273285323035468,0.030033679127025592,0.027075806297637284,0.02397135931481438,0.03549282449561407,0.028278408812237893,0.024207491712801288,0.06717950087133402,0.062258501933445926,0.06504280632557348,0.05033858405446032,0.06084222116847696,0.0569644076633167,0.0771725308311534,0.059834873826260127,0.05936186878409955,0.05582679570234583,0.07231157599141216,0.06554525790486972,0.07808666103139728,0.06494996795285285,0.06719363460504799,0.05957526458212947,0.0625707971125405,0.06816194598154444,0.1070224653279555,0.07268611770010495,0.047267509663950616,0.23472380749651528,0.3539303206558442,0.34632463162076843,0.35053448432379275,0.35275154178842183,0.21925497881766526,0.25948590069784083,0.304772417972321,0.19651798512360164,0.25701435599820616,0.04723889214535139,0.048484868688772685,0.051908756113800254,0.05142494635302583,0.05109171961819081,0.05174297362570755,0.04009494080366666,0.05254747873749203,0.05167105754187003,0.05214987847940083,0.054934861108265086,0.2476142528283924,0.26732504731363227,0.24570334067017696,0.26452936314628067,0.25297576146398904,0.23372741983943293,0.23900685984830278,0.230353174638632,0.23253190877343066,0.23271506177954834,0.05942314591248208,0.04599663843143475,0.0463762190038093,0.05189423897507479,0.052093947449789395,0.04721117873821078,0.05784191202117232,0.04695093688178926,0.05654042654344845,0.053005974474803645,0.07458024300956276,0.050500225107369165,0.0550839656111268,0.060164155647606965,0.05123272997047727,0.0504607577629823,0.061205002316760404,0.060794857747426705,0.05729872330186868,0.05550271078063983
0.029562221526252472,0.0,0.02435709572737165,0.02218883811596619,0.024745216928835613,0.025719175887337638,0.037271532641264996,0.02298707794511412,0.0229930990166253,0.024745216928835613,0.025581635137948908,0.07809960957561222,0.07690795840911797,0.07634340074831698,0.06333768615882432,0.07332714191474612,0.07094036559897736,0.07415104571851451,0.07448433030193218,0.07594607487716934,0.0732926769256999,0.06666071218883152,0.06159290178390957,0.07342831386188085,0.06205799728661775,0.06324127848408784,0.05727326283247737,0.056919933309959855,0.0642095898605843,0.10307010920699534,0.06703525389752431,0.044151487215612045,0.2458313378813393,0.36503785104066816,0.3574321620055924,0.3616420147086168,0.36385907217324587,0.21341105097716517,0.27059343108266487,0.315879948357145,0.19067405728310155,0.26812188638303014,0.06708235442835227,0.06890624717928612,0.07314598372103355,0.07336712557505982,0.06911231721001967,0.0709964336006838,0.06005102371568166,0.07180093871246829,0.06414485269450175,0.0722908198888894,0.07477832339126597,0.2476142528283924,0.2616741835110516,0.24672703050289305,0.2588784993437,0.24732489766140842,0.24888912570218594,0.23595570722017178,0.23921345876263922,0.232893335800208,0.23271506177954834,0.07728811602458384,0.06328902545156442,0.06338492441680914,0.07009953184832704,0.07065255352108553,0.06444405632105915,0.07607777842085302,0.06440274155940989,0.07532050689633447,0.07049973920234094,0.07530670337853379,0.06514968158304121,0.06973342208679885,0.07051428978648189,0.06872998677183399,0.06750573919301994,0.0701361177881686,0.0771962727389328,0.0725623972067933,0.0726896634103691
0.029043697901112116,0.02435709572737165,0.0,0.024682277867210077,0.023042120965278426,0.014412960425893552,0.03552316779648737,0.02400510708907195,0.02362011226869229,0.02091220590315554,0.027827087734949865,0.0795002678544019,0.07454955527738803,0.07709443320446899,0.06575458399458858,0.07723515514223082,0.07319151806924913,0.07161666854207659,0.07342398655732438,0.07583950965730077,0.07164312426312025,0.06214176902152482,0.05872291681991339,0.07055832889788467,0.05478016098296551,0.06037129352009166,0.05039947811941119,0.05419592288840851,0.061339604896588115,0.10020012424299916,0.06251631073021761,0.04577520331937632,0.23907016904359024,0.3582766822029191,0.35067099316784334,0.35488084587086777,0.35709790333549685,0.20631427435185784,0.2638322622449158,0.3091187795193959,0.18357728065779422,0.2613607175452811,0.07247133288609126,0.07594174167154244,0.07751270618728137,0.07486995981751406,0.07304847054777064,0.0791998466084773,0.06314449113845141,0.08000435172026177,0.07234826570229524,0.07571321087925109,0.08177749385678149,0.2476142528283924,0.25715524034374493,0.239965861665144,0.25435955617639333,0.24280595449410172,0.24664690003174358,0.2314367640528651,0.23697123309219686,0.23253190877343066,0.23203349144611757,0.075677019119154,0.06259476477946985,0.06123238244508198,0.07149299195022941,0.06973219251329027,0.06197857743086396,0.07507547243843724,0.05856552654428866,0.07818268970628772,0.06876143659794165,0.07268184830996723,0.059970677094614844,0.06645744986237286,0.06633095440673345,0.06671737382485621,0.06722689681755888,0.07290840430957995,0.07511216944516844,0.07069530546997826,0.07074002426086763
0.025084156271593598,0.02218883811596619,0.024682277867210077,0.0,0.026324004218192525,0.02437345440749205,0.029535696126337115,0.03077940706230383,0.03174621894876954,0.024431486796142668,0.03370954888778524,0.07830630064023372,0.07199735187374863,0.07235992389740735,0.06111488664092132,0.0725841915268426,0.0684570087621875,0.07015155296330006,0.06697797427290243,0.06938912903584495,0.06619189411480503,0.06690912105767825,0.0616729526614556,0.07350836473942689,0.05954751301911894,0.06332132936163387,0.05417280964839556,0.06211501712789565,0.06497790532023416,0.10315016008454138,0.06728366276637104,0.04790794847310652,0.23057100826293575,0.34977752142226465,0.3421718323871889,0.3463816850902133,0.34859874255484236,0.20348146925967592,0.2553331014642613,0.3006196187387415,0.1807444755656123,0.2528615567646266,0.06203762516146525,0.06550803394691643,0.06707899846265536,0.06500915531571749,0.06533507948586036,0.0687661388838513,0.05332466350140322,0.06957064399563578,0.06744456709985937,0.0654430881827593,0.07134378613215549,0.2476142528283924,0.26192259237989834,0.24030088573644304,0.25912690821254675,0.24757330653025517,0.23372741983943293,0.23620411608901853,0.22857801626856894,0.23253190877343066,0.23271506177954834,0.06937691749227345,0.05610255193589383,0.056314357788219506,0.06285529583818698,0.06337898931254768,0.056648240194248814,0.06859428638806522,0.05685590618520211,0.06841146179496418,0.06365581991481786,0.0749345868609818,0.05671848049804509,0.06162518650155771,0.06543195075441431,0.06133720605477673,0.06285017480458985,0.06813387669992033,0.0699059405209072,0.065331463632878,0.06582343528875115
0.019273285323035468,0.024745216928835613,0.023042120965278426,0.026324004218192525,0.0,0.02435086675978912,0.026786101860680124,0.02357479697822335,0.029080819377244126,0.02404546873733409,0.023738978263534424,0.07100956979065907,0.06705882210202628,0.06984312649415383,0.05484177254026007,0.0629584217206578,0.06270382886466541,0.0811539132918498,0.06463519399484048,0.06710162065182049,0.060850995084983206,0.07137247495864381,0.06430902518932076,0.08029086336002252,0.06690817749623758,0.06595740188949903,0.05863616354936112,0.06163169607977215,0.06692571326599549,0.10578623261240654,0.0717470166673366,0.050479600412980274,0.24444461115856037,0.36365112431788926,0.3560454352828135,0.36025528798583784,0.3624723454504669,0.22323636127836166,0.2692067043598859,0.3144932216343661,0.20049936758429804,0.26673515966025124,0.05436991374370659,0.0554749109349332,0.059057248104968235,0.05931539597435251,0.055933010367508994,0.05842149585982462,0.04713597981012266,0.05945849697340726,0.05156991495364256,0.05928090007775603,0.062065882706620286,0.2476142528283924,0.2663859462808639,0.24534030378011412,0.26359026211351233,0.2520366604312207,0.24279063620959473,0.23900685984830278,0.23395102660734274,0.23253190877343066,0.23271506177954834,0.06423679201488247,0.05082294692985797,0.051342826558810846,0.05688182815999852,0.056911322314603656,0.05229515502808657,0.06278610702027661,0.052241049374438533,0.058422614604032544,0.05849035591320529,0.07856162547025916,0.05530054527594952,0.059884285779707155,0.06401401553231874,0.05625853605883222,0.05513155867352498,0.0641796631072854,0.06474759497646715,0.062099043470449033,0.060782587123834435
0.030033679127025592,0.025719175887337638,0.014412960425893552,0.02437345440749205,0.02435086675978912,0.0,0.0373379042144021,0.03063303630533619,0.026522267754761797,0.026629122942350647,0.035255867568235136,0.07766812323727129,0.07345163095064786,0.06918411839751093,0.05909818942805697,0.0700259990917898,0.07111136278125985,0.07060977102002633,0.06938745926534398,0.07153491533405344,0.07421611757437162,0.056424851982329716,0.06085613019280239,0.07269154227077368,0.049284330607270166,0.06250450689298066,0.05165473648296781,0.05895059493139991,0.06347281826947712,0.10233333761588817,0.058783009963710664,0.04577520331937632,0.22850127831536568,0.34770779147469455,0.3401021024396188,0.3443119551426432,0.34652901260727226,0.19888549451857257,0.2532633715166912,0.2985498887911714,0.17614850082450895,0.2507918268170566,0.0750481390303471,0.07851854781579828,0.08008951233153722,0.0774467659617699,0.0756076211973962,0.08177665275273314,0.06455243692389123,0.08258115786451761,0.07492507184655109,0.07829001702350694,0.08435430000103733,0.24633952371929396,0.2514383233045498,0.2298166166610945,0.24864263913719822,0.23708903745490661,0.24096922032742873,0.22571984701366998,0.2308556444324712,0.23126629342154825,0.22631657440692246,0.07794143443089446,0.06285209312999604,0.05940093353752874,0.07406979809448526,0.06936476727479261,0.06045369127614621,0.07209161373393894,0.0601525369460718,0.08075949585054357,0.06887934213218994,0.07429640945801937,0.057888067567798185,0.06394114623657479,0.06286721511082388,0.06403715760116388,0.06320009981461294,0.06790541786213866,0.0729532170768043,0.068090147182534,0.0688222119115666
0.027075806297637284,0.037271532641264996,0.03552316779648737,0.029535696126337115,0.026786101860680124,0.0373379042144021,0.0,0.026240922596758094,0.0417044346243288,0.034500713037118325,0.029065236836128168,0.06323703664990489,0.05651865779984025,0.05692840918292494,0.04591084629801205,0.0548881430201133,0.04925509654830418,0.071826677031806,0.051720476683611585,0.053223971476399984,0.046667604161142184,0.07190648996377615,0.06633383750227291,0.0781692495802442,0.06454488192521683,0.06798221420245118,0.059170178554493455,0.06472271355700095,0.06895052557894764,0.10781104492535869,0.07228103167246894,0.05051564490221182,0.22091633019747886,0.34012284335680776,0.332517154321732,0.33672700702475633,0.3389440644893854,0.2131568126336414,0.2456784233988044,0.2909649406732846,0.19041981893957777,0.24320687869916974,0.05047561593299544,0.04914836983820419,0.046837372540317744,0.04856571397962898,0.05599622017717547,0.056381527217317026,0.043021181182373004,0.05423148839229145,0.057769223725893895,0.052523936268779714,0.05804092904166852,0.2476142528283924,0.2669199612859962,0.24529825464254096,0.26412427711864467,0.25257067543635303,0.23372741983943293,0.23900685984830278,0.22994808861099597,0.23253190877343066,0.23271506177954834,0.05010706016252413,0.03691202049879331,0.03644372775712129,0.043536388637825885,0.04402474555069219,0.03719703393944194,0.04972751487852378,0.037217879094628835,0.04895132063276724,0.04378549944921859,0.06950006978204758,0.04282098404376017,0.04696956846847826,0.05975906961997095,0.04351260216402322,0.044487671629976695,0.055975233623877504,0.054180550355384535,0.04918432615922014,0.04587965209445541
0.02397135931481438,0.02298707794511412,0.02400510708907195,0.03077940706230383,0.02357479697822335,0.03063303630533619,0.026240922596758094,0.0,0.02743186411310123,0.021894279901870504,0.023263506881909778,0.07815028801414191,0.06936135234502433,0.07214565673715188,0.05680093451667878,0.06827023940260006,0.06398695667491797,0.08743608283739687,0.06693772423783853,0.06573477037487763,0.06177956025471583,0.0723918773913893,0.06846700071342665,0.08657303290556959,0.07319034704178465,0.06606721857658909,0.05965556598210661,0.06265109851251764,0.07063563229409266,0.11096151325057503,0.0727664191000821,0.057267862860906904,0.25200990851436,0.37121642167368885,0.3636107326386131,0.36782058534163753,0.3700376428062666,0.22951853082390875,0.27677200171568556,0.3220585189901657,0.20678153712984512,0.2743004570160509,0.054800477036217515,0.0559647250331654,0.05953753391309238,0.06055948028743591,0.05708802848999205,0.05868522123733168,0.047566543102633585,0.060702581286490656,0.05183364033114962,0.060368893003632955,0.06249644599913121,0.2476142528283924,0.2674053487136094,0.25290560113591376,0.2646096645462578,0.2530560628639662,0.24933653113264886,0.23900685984830278,0.24151632396314235,0.23334074123067092,0.23271506177954834,0.06512120421096812,0.04821594674197584,0.05208075918366738,0.057935142450973934,0.05907708875125387,0.05267571423810738,0.06494476243275073,0.05265183889128092,0.06377073414978518,0.05932339387860022,0.08484379501580623,0.05760307551894757,0.062186816022705205,0.06631654577531679,0.05810155170914316,0.059922140719677774,0.07201849719137844,0.06544622066060198,0.06440157371344708,0.06138054143023562
0.03549282449561407,0.0229930990166253,0.02362011226869229,0.03174621894876954,0.029080819377244126,0.026522267754761797,0.0417044346243288,0.02743186411310123,0.0,0.022842006789876912,0.02667105599589121,0.08775600724437714,0.08308363933970757,0.08424550161302402,0.07024269541365535,0.08171200029957663,0.08020359117287568,0.08516342611572843,0.07937301768709062,0.08206939331841558,0.07752095507456414,0.06827508776930373,0.0673624939885665,0.08403573837570762,0.06907957849121026,0.06543661145220825,0.05553877636002104,0.058973121085196825,0.070011046241223,0.11033692719770537,0.06718055526489584,0.05574838859729303,0.26411577446174334,0.38332228762107223,0.3757165985859965,0.3799264512890208,0.3821435087536499,0.22540776227333437,0.2888778676630689,0.3341643849375491,0.20267076857927074,0.2864063229634342,0.0722901316349889,0.07576054042044009,0.07831978124719785,0.07740403056202776,0.07393527011233061,0.07901864535737496,0.06459631354515236,0.07982315046915944,0.0721670644511929,0.07682337762844949,0.08159629260567915,0.26243065416591543,0.2632885590915238,0.2650114670832971,0.2604928749241722,0.24893927324188064,0.26555918670211776,0.237570082800644,0.25588351976257107,0.2495633968001398,0.23271506177954834,0.08212756531994214,0.06871115290440441,0.06689323150556359,0.07523789932564992,0.07570638392892326,0.06793583927293012,0.08105898775316156,0.06852569205686122,0.08057852594867485,0.07429141338035496,0.08341116400343211,0.0697029203948197,0.07523069716940026,0.07841639065118892,0.0722595049148553,0.07234743756081488,0.07931299853976817,0.0807913008130643,0.07650141858931922,0.0759065106610933
0.028278408812237893,0.024745216928835613,0.02091220590315554,0.024431486796142668,0.02404546873733409,0.026629122942350647,0.034500713037118325,0.021894279901870504,0.022842006789876912,0.0,0.024426021978442562,0.08188551314164268,0.07733146310792903,0.07965222875177361,0.0632976521093524,0.07458950502158448,0.07354452344337331,0.07822134939508481,0.07444429625246025,0.07462543803741867,0.07093617403029445,0.07034088263755568,0.0646951262497538,0.077093661655064,0.06329640514109476,0.06634350294993208,0.05760457122827299,0.06060010375868402,0.06731181432642853,0.10617233367283958,0.07071542434624847,0.04827235663911038,0.25167353338212545,0.37088004654145434,0.3632743575063786,0.3674842102094029,0.369701267674032,0.21962458892321884,0.276435626583451,0.3217221438579312,0.19688759522915522,0.2739640818838163,0.06490672916392509,0.06703567782268577,0.07095005481041064,0.07081832473123986,0.06636931088510442,0.07029378275962064,0.057656257670357806,0.07109828787140512,0.06344220185343859,0.07062773744743692,0.07287143000792483,0.24792261821804562,0.26535435395977575,0.2525692260036792,0.2625586697924242,0.25100506811013257,0.25105115075424794,0.23900685984830278,0.24137548381470122,0.23505536085227,0.23271506177954834,0.07486607268891235,0.06151758891676336,0.06052543221225618,0.0680916048397607,0.0687550724000224,0.061271627198038164,0.07389149415012189,0.056121232202250654,0.07367077760034801,0.06805448636511585,0.07752833307780965,0.06510964753356929,0.06969338803732693,0.07382311778993851,0.06601042359203041,0.0662414063386622,0.07219050326177602,0.07440521921234264,0.0719081457280688,0.07003307402804183
