x1,x2,x3
0.037874,0.274637,-0.127977
-0.086417,0.127592,0.47193
-0.014281,0.554252,-0.466838
0.03897,0.355904,0.221257
-0.124756,0.134911,-0.27267
-0.030408,0.162261,0.087222
0.091921,0.135411,0.309687
-0.000835,0.462819,-0.246937
0.100733,0.132098,-0.279818
-0.106167,0.309718,0.366975
-0.024231,0.360484,0.035189
-0.091781,0.14564,0.265714
-0.079012,0.305632,-0.253347
0.097421,0.15292,0.474692
0.066404,0.278469,-0.292196
0.078353,0.197802,0.180995
-0.034006,0.407316,-0.12009
-0.067897,0.284689,0.148391
0.067205,0.246254,0.031883
0.021581,0.360737,0.366311
-0.007807,0.251978,0.292351
-0.055487,0.246185,-0.01476
-0.067114,0.38611,0.279732
-0.002102,0.480042,-0.365374
0.021353,0.355898,-0.211795
-0.058872,0.158495,0.369526
0.046725,0.363029,-0.065803
-0.065681,0.29909,-0.134633
-0.072675,0.22018,-0.316042
0.067604,0.292448,0.127429
0.021266,0.184712,-0.030053
-0.074031,0.194967,0.178977
-0.046958,0.336303,-0.05084
0.076855,0.269074,0.238854
0.001774,0.176841,0.22545
0.07915,0.172156,0.391276
-0.078908,0.256063,0.240803
-0.031306,0.358766,0.171413
0.054345,0.170581,0.105549
0.039204,0.274963,-0.212438
-0.060744,0.237495,0.07871
0.06472,0.210661,0.295553
-0.027241,0.286901,0.362627
0.053622,0.341288,0.025835
0.049082,0.38997,-0.144431
0.033049,0.319996,0.291967
0.056333,0.266425,-0.04379
-0.028275,0.241186,-0.088619
0.058023,0.197949,-0.28208
-0.05382,0.364988,-0.182959
0.016054,0.348905,0.110476
-0.075817,0.241873,0.32478
-0.053032,0.36136,0.353865
-0.045919,0.315804,0.269254
0.077684,0.32406,-0.17308
0.092747,0.159471,0.240931
0.004578,0.445913,-0.177088
0.035851,0.141189,0.169076
0.122117,0.161097,-0.218548
-0.046103,0.180672,0.009306
-0.034935,0.282373,-0.195228
-0.044244,0.185529,0.299032
-0.0128,0.394768,-0.03672
-0.031734,0.142213,0.157126
0.042418,0.134243,0.438869
-0.034169,0.144096,0.431852
-0.060288,0.308006,0.055331
-0.00946,0.369719,0.30502
-0.083501,0.153862,-0.226347
0.000462,0.510145,-0.42179
0.02141,0.161288,0.049803
-0.09958,0.129294,0.40943
-0.069396,0.161636,-0.287889
0.062783,0.229468,0.130063
-0.069489,0.239789,-0.257536
-0.056998,0.143731,0.215899
-0.085852,0.331564,0.312634
0.059682,0.338275,0.168184
0.013951,0.413129,-0.085633
-0.033955,0.33336,-0.229948
-0.00093,0.460864,-0.304721
-0.025461,0.350682,0.228727
0.023336,0.305154,0.345799
0.084135,0.294049,-0.24045
0.104319,0.130555,0.423569
0.086414,0.252793,0.184237
-0.098712,0.16715,0.316544
-0.087178,0.199477,0.252527
-0.079026,0.263321,0.380076
-0.05345,0.352114,-0.127523
0.091039,0.2141,0.247925
-0.058963,0.227528,0.132095
-0.064358,0.314247,0.193487
0.053909,0.319851,-0.097432
-0.059455,0.131142,0.30841
-0.014555,0.274063,-0.139434
0.039191,0.233205,0.254243
-0.072,0.272306,-0.307604
-0.034958,0.337226,0.104208
0.065151,0.293812,0.006644
0.042647,0.17264,0.267208
0.059619,0.159012,0.344603
0.017165,0.37808,0.002689
0.075238,0.16234,-0.245934
0.059054,0.19784,0.015153
0.081714,0.240607,-0.260263
-0.053605,0.289545,-0.069131
0.038345,0.21605,-0.065763
-0.034319,0.221345,0.262547
-0.004213,0.398577,-0.191499
-0.079714,0.304401,-0.199691
0.101612,0.1888,0.32134
0.062896,0.216401,0.071675
0.101378,0.13768,0.363197
0.072838,0.265372,0.077137
-0.056538,0.272414,0.291091
-0.060051,0.293982,0.008135
0.078308,0.273278,-0.182573
-0.071239,0.291538,0.33686
0.037349,0.310782,-0.245525
0.007902,0.296304,-0.176784
-0.080422,0.251748,0.180495
-0.08706,0.121071,0.361326
0.001798,0.149709,0.119509
0.070185,0.320931,0.225086
-0.059236,0.228932,0.028817
0.03628,0.275945,0.27263
-0.035551,0.171172,0.255749
0.06482,0.238987,-0.316342
0.056708,0.363484,-0.183444
0.075425,0.15414,0.198849
-0.021017,0.330578,0.374758
0.012914,0.360387,0.258562
-0.075477,0.163765,0.427206
0.002883,0.170724,0.009126
-0.044988,0.35701,-0.004141
0.082103,0.166169,-0.301729
-0.082502,0.267124,-0.223563
0.065625,0.309587,0.054251
0.095123,0.172456,0.432378
-0.043374,0.28561,-0.268962
0.040046,0.345105,0.067169
-0.108906,0.271758,0.345666
-0.031293,0.256898,0.328552
-0.032809,0.190574,-0.030588
0.056024,0.360052,-0.113014
0.022177,0.358675,0.174412
0.058729,0.217846,-0.022744
-0.051995,0.324412,0.147395
-0.066,0.32562,0.373023
0.135064,0.151406,-0.263767
0.057227,0.322187,0.099106
-0.049928,0.319569,-0.098772
-0.048106,0.368061,-0.088664
0.001612,0.161696,0.18299
0.01785,0.233904,-0.097788
0.072157,0.305303,-0.132309
-0.069405,0.200631,-0.272529
-0.104208,0.172109,-0.267634
-0.046375,0.152126,0.470656
0.011637,0.341478,0.329961
0.014572,0.270368,0.325377
0.097901,0.185004,0.27581
-0.048706,0.297483,0.232851
0.02472,0.425142,-0.148265
0.005664,0.209908,0.254332
0.04875,0.173697,0.22248
-0.060038,0.131306,0.400524
0.077832,0.251024,-0.21644
-0.014856,0.210998,-0.065287
-0.044711,0.353136,0.284938
0.07277,0.140302,0.269999
-0.064565,0.369003,0.316255
0.032252,0.387569,-0.037699
-0.12264,0.15585,-0.236307
-0.01431,0.35276,0.072876
-0.077516,0.206129,0.290301
-0.013467,0.368148,0.344857
0.07771,0.13102,0.394104
0.076572,0.288236,0.165594
0.092718,0.213389,-0.292466
-0.064728,0.277945,-0.167812
-0.047348,0.245717,-0.053128
-0.037753,0.395408,-0.164392
0.019767,0.313915,-0.210778
-0.084548,0.171279,0.215469
0.05874,0.309048,-0.060422
-0.094294,0.189107,-0.307491
-0.066047,0.157649,0.174871
-0.036987,0.259244,0.257244
-0.064752,0.264591,0.041591
0.052106,0.150836,0.471972
0.031392,0.399508,-0.178289
-0.061968,0.288451,-0.032201
